gesture,state,confidence,rms,std,zc,wl,gsr,timestamp
Fist,Relaxed,0.6864378699029835,0.24802846260432565,0.24778100917559023,56.0,38.74773777476872,0.1370537114953993,1761109506.205708
Fist,Relaxed,0.8395197294955461,0.24298678097539858,0.24298654987337004,56.0,37.90038678532445,0.1503095176056258,1761109506.205757
Fist,Relaxed,0.8227524923092564,0.2535647617957465,0.2534972984235242,50.0,37.58878275969917,0.11535669281713326,1761109506.205806
Fist,Relaxed,0.8906195146717777,0.25549109742127163,0.2553197863891392,64.0,40.76081377305628,0.10863283425652788,1761109506.205856
Fist,Relaxed,0.8733661985468086,0.24660843166965682,0.24660632472962965,64.0,37.549559196635684,0.13394961255783333,1761109506.2059038
Fist,Relaxed,0.8842014988389539,0.25092338280962995,0.25092332676196394,48.0,35.360190894589756,0.14210143460206387,1761109506.205954
Fist,Relaxed,0.7097972410646428,0.25107116394278783,0.2510698757584459,64.0,36.09468476102601,0.15069687507180135,1761109506.206002
Fist,Relaxed,0.827117634388866,0.2625853725058363,0.2625066429967336,44.0,38.67935784919078,0.10788612953924118,1761109506.206051
Fist,Relaxed,0.8498865981676371,0.24274588682204448,0.2426722922821579,56.0,37.986011780276556,0.10056373585627722,1761109506.206101
Fist,Relaxed,0.862058417377064,0.24467662794173897,0.24449944027557532,56.0,34.95953187940423,0.14314256022447897,1761109506.206149
Fist,Relaxed,0.788541471488021,0.23588302697425662,0.2357031672885186,55.0,36.879247121318315,0.1546856438141486,1761109506.206198
Fist,Relaxed,0.720682026867625,0.254220896749119,0.2540401819372311,57.0,36.247621206361934,0.17044643751014713,1761109506.2062469
Fist,Relaxed,0.7830592673630219,0.2465919280232404,0.24647877166433002,59.0,40.001177583722196,0.14785390433269222,1761109506.206296
Fist,Relaxed,0.6270019587514069,0.2526844720839923,0.25264256990461986,46.0,36.15734122585327,0.12857822662343935,1761109506.206346
Fist,Relaxed,0.7400542624192181,0.24332356583903886,0.2432839524390728,62.0,37.22376582381253,0.17118254969460672,1761109506.2064571
Fist,Relaxed,0.6958042522515362,0.2577105747069264,0.25762311487041767,54.0,37.52897757872579,0.12965548482321337,1761109506.206541
Fist,Relaxed,0.7765937086303606,0.24460737746315803,0.24454854000791107,54.0,38.15245507690682,0.10551890031165345,1761109506.206603
Fist,Focused,0.845884199309276,0.24709281357495305,0.24698206273860068,58.0,37.85877816840109,0.23543783294024342,1761109506.2066612
Fist,Focused,0.8795036422685952,0.25186987602845506,0.25186970619439425,52.0,36.112373961664375,0.2298843521545637,1761109506.2067158
Fist,Focused,0.8054632136806665,0.25695086017504837,0.2569286372298909,54.0,38.818855950609525,0.29195858808817576,1761109506.20677
Fist,Focused,0.775577994239792,0.24867728987721174,0.24859155427402485,55.0,41.39528678456077,0.25117423663447774,1761109506.2068238
Fist,Focused,0.8544231444148864,0.2638770867917933,0.26387316162600943,52.0,38.56816722421346,0.21564118363130821,1761109506.2068748
Fist,Focused,0.650442729222856,0.2511591309740542,0.2509975045699145,50.0,38.66346826989724,0.2536086059673144,1761109506.206933
Fist,Focused,0.8544208252925796,0.2521822606208709,0.25216229928326006,60.0,38.150505190283894,0.2636296352268825,1761109506.206984
Fist,Focused,0.6479484433560785,0.24989724733954713,0.2498873608710456,62.0,41.28466721893801,0.2530705440333554,1761109506.20704
Fist,Focused,0.6055635800596961,0.24835404751363901,0.24831122815828444,42.0,35.37196778324365,0.2816223615367732,1761109506.207092
Fist,Focused,0.8575387045830165,0.25862487471233514,0.2584691761399526,50.0,37.920794666235345,0.25377379460369787,1761109506.2071428
Fist,Focused,0.7590395179615764,0.25645604860029547,0.2562430257386093,52.0,37.07548211622866,0.23471248851342855,1761109506.2071948
Fist,Focused,0.6566393064414897,0.24602828331150373,0.24598483399516663,54.0,37.38794063591676,0.25836571639942785,1761109506.207246
Fist,Focused,0.8881924847614173,0.246881106626119,0.24683973680956606,44.0,37.05776652060536,0.2634806663897643,1761109506.2073002
Fist,Focused,0.640733101529937,0.2426790376545227,0.242664293205131,58.0,36.926330972352694,0.23267319874282552,1761109506.20735
Fist,Focused,0.6521765936254319,0.24124115822066824,0.24123856730991045,52.0,36.367922474634746,0.27102836826837146,1761109506.207401
Fist,Focused,0.8300679980740486,0.249359394954464,0.24935272180350118,62.0,37.7782444108183,0.2640972716113978,1761109506.2074518
Fist,Focused,0.782450283290835,0.25087541832239335,0.2508385751596097,49.0,38.583823677408404,0.2659497623980098,1761109506.2075021
Fist,Focused,0.8751944654406236,0.24371577689906138,0.24364249995843157,56.0,37.29117190683955,0.24517664616093013,1761109506.207556
Fist,Focused,0.6163821793070774,0.24650076332393164,0.24642588220197748,60.0,37.68091410725316,0.277064586113742,1761109506.207606
Fist,Focused,0.6461231165845847,0.242761595739991,0.24273378666334514,58.0,37.23699002246944,0.22879443199734212,1761109506.2076569
Fist,Focused,0.7279758493708549,0.2531367001980995,0.25311006552866405,58.0,38.95297551400877,0.23274104941435506,1761109506.207707
Fist,Focused,0.7968505452842434,0.24736274002740277,0.24735988472076317,52.0,37.24464260132903,0.24719494441206447,1761109506.207757
Fist,Focused,0.6515073728376012,0.24358640532009843,0.2435816263540444,46.0,37.324461395286676,0.24139939305526065,1761109506.207807
Fist,Focused,0.8525521899029375,0.24487862468089802,0.2448728748896016,52.0,38.01537300073423,0.2780661948068448,1761109506.207862
Fist,Focused,0.8235616478821391,0.24529635304837247,0.2451905354153734,54.0,36.79703045476995,0.2580841947368866,1761109506.207912
Fist,Focused,0.70634091843892,0.2541043857726757,0.253980529168235,56.0,38.05877611386405,0.2502967337166062,1761109506.207962
Fist,Focused,0.8748844173319931,0.24680562086372748,0.24673790959075975,62.0,38.40018259395261,0.23398668725759433,1761109506.208012
Fist,Focused,0.7338847610571746,0.24285885749524166,0.24285563938830476,58.0,39.30699208538394,0.2278462670507783,1761109506.208063
Fist,Focused,0.7344520936704995,0.25652544392710813,0.25649427657718554,54.0,38.62249289371249,0.23321701365412245,1761109506.2081122
Fist,Focused,0.7220291115068097,0.24153427324875398,0.2415332290630632,50.0,38.02400628695362,0.22988419271758717,1761109506.208162
Fist,Focused,0.7569777474970353,0.24152266266256825,0.24149274965376963,68.0,38.982284022522684,0.24458242385664078,1761109506.208213
Fist,Focused,0.7126214152089351,0.2417841307051599,0.24164920625277175,50.0,36.00436084228551,0.18878622098735592,1761109506.208263
Fist,Focused,0.7816163293564701,0.24480596941677146,0.24480566842908102,52.0,36.77887241372646,0.26204971435104674,1761109506.2083158
Fist,Focused,0.7032499079471655,0.24492612145359258,0.2442563794929865,56.0,38.134106987369584,0.26095922828598117,1761109506.208365
Fist,Focused,0.7492430111315433,0.2484587694381488,0.24835312038763366,52.0,37.83819334903096,0.2770421988640991,1761109506.208413
Fist,Focused,0.7091889090670052,0.24333946105741586,0.2433356350446759,48.0,36.372393552649854,0.23428691367853338,1761109506.208462
Fist,Focused,0.8646146870263216,0.2515760748758207,0.25144670510446737,46.0,37.79971881128051,0.2614491528175017,1761109506.2085109
Fist,Focused,0.7652245576881771,0.24617502921767132,0.2460057084195005,58.0,37.49561807072709,0.26505286790694826,1761109506.208559
Fist,Focused,0.6884816698933076,0.24594454622898004,0.24549887072009333,44.0,36.31377264512372,0.20241420995113857,1761109506.208607
Fist,Focused,0.6878156703367831,0.2577999963601864,0.2577300373301437,50.0,37.62951535449765,0.23896371382673734,1761109506.208655
Fist,Focused,0.8971767882398948,0.2623555726185726,0.2622659151622354,50.0,38.099372078751664,0.25157892326861425,1761109506.208703
Fist,Focused,0.8557442318482927,0.2408006885509604,0.24071738910075594,62.0,37.79622534183302,0.26750294372197214,1761109506.2087522
Fist,Focused,0.6035674431702559,0.26120508826518946,0.26075845513882895,53.0,40.00039343335088,0.22900332435592646,1761109506.2088
Fist,Focused,0.8289789438856999,0.25090024178149356,0.2508638737348312,60.0,39.42948637827227,0.2313824974257799,1761109506.208849
Fist,Focused,0.721464371818775,0.25181203531805435,0.25180844654896184,57.0,37.59032154003467,0.22314135380728023,1761109506.208898
Fist,Focused,0.7676522166108837,0.24913416483651002,0.24912749430202227,44.0,34.62945513449196,0.23946770697176548,1761109506.2089448
Fist,Focused,0.6305725006748827,0.24344897881157576,0.24344770057593293,62.0,37.571480793778775,0.21411075497257512,1761109506.2089942
Fist,Focused,0.7277595203439521,0.24405569299191532,0.2438263474317771,63.0,38.046291870655615,0.2792868363081187,1761109506.2090418
Fist,Focused,0.657475999673677,0.24911620233811804,0.2488904866445355,54.0,34.96413425663312,0.2439035866151973,1761109506.20909
Fist,Focused,0.8886682117858137,0.24794830821698755,0.24792042246594773,52.0,35.03079350612714,0.266903684145236,1761109506.2091389
Fist,Stressed,0.722372095740953,0.25119396092932367,0.25112121049568364,54.0,36.22234912244224,0.4505979838025715,1761109506.209187
Fist,Stressed,0.6092838682411131,0.23968137966775788,0.23967565180230907,52.0,35.71304735820283,0.3991932636863665,1761109506.209235
Fist,Stressed,0.6220254152410214,0.2356936044534899,0.23567689987142862,48.0,35.87204360557629,0.46375435325420006,1761109506.209283
Fist,Stressed,0.6332009165157702,0.24342106018930657,0.24341609502143513,52.0,36.269535087615765,0.4282834999239953,1761109506.209331
Fist,Stressed,0.7962249362988383,0.2554244707881299,0.2553803513749434,43.0,37.08962696639228,0.4670353452580201,1761109506.209379
Fist,Stressed,0.7228742940768353,0.24742386399901423,0.2473436505194541,58.0,38.748684765225896,0.46548169135341777,1761109506.209426
Fist,Stressed,0.8240502181052715,0.23294896809162557,0.2329137207999752,58.0,34.79900635220366,0.4357924444702922,1761109506.209474
Fist,Stressed,0.8207606496652513,0.24947548103687395,0.24947204959641217,56.0,38.36713770642821,0.43972925661048035,1761109506.209522
Fist,Stressed,0.6022153289698485,0.24948317500292824,0.24946380846233704,51.0,38.80022778005541,0.4565219565678133,1761109506.20957
Fist,Stressed,0.7188047854242113,0.25690708459868394,0.25690678780383497,48.0,37.78493997788186,0.44519646972839183,1761109506.2096179
Fist,Stressed,0.7566354697867846,0.24419535366438408,0.24387861629237123,48.0,34.642953613713516,0.42122259988612787,1761109506.209666
Fist,Stressed,0.680536428983548,0.24809121480161975,0.24805579425471613,49.0,38.58434642140248,0.434318368274633,1761109506.209715
Fist,Stressed,0.6506617135710001,0.24871144969177655,0.248102357553194,52.0,39.11774812039981,0.4051011555012066,1761109506.209764
Fist,Stressed,0.6502011382187244,0.25807888301505677,0.2579087145799174,52.0,38.08081491693695,0.434685983570612,1761109506.209812
Fist,Stressed,0.7374477934878729,0.25340868902364483,0.25338384687633203,51.0,37.19790298952219,0.4519481568621193,1761109506.20986
Fist,Stressed,0.7610177599503435,0.24661671676660296,0.24610272100835942,55.0,38.28433861048711,0.42511370804990356,1761109506.209909
Fist,Stressed,0.7536833214793495,0.24775925573086363,0.2477588145120225,48.0,36.69063753574932,0.44394929974083586,1761109506.2099562
Fist,Stressed,0.6467333165338437,0.24482508982193926,0.24481883978853952,52.0,37.17274843405908,0.43679406963353745,1761109506.2100039
Fist,Stressed,0.6802779418882258,0.24253462744247123,0.24252568273231062,57.0,35.42286907297395,0.46809727091866327,1761109506.210052
Fist,Stressed,0.6113468026030912,0.24449134682851784,0.24446688992168425,56.0,37.79791633072731,0.43746826443240255,1761109506.2101
Fist,Stressed,0.8416542895237861,0.2438555534323278,0.24375767813671614,52.0,35.52141354524809,0.4437200634338452,1761109506.21015
Fist,Stressed,0.7368988298517553,0.2492553577388949,0.24925218343107927,60.0,37.47687430853553,0.4222240590346366,1761109506.210199
Fist,Stressed,0.6754492945016183,0.241931257213091,0.24163366739557332,52.0,33.68758796575933,0.4391838512162711,1761109506.2102468
Fist,Stressed,0.8727431501759476,0.24748067769444565,0.24738248615454828,55.0,37.15096433553104,0.40066596296582274,1761109506.2102962
Fist,Stressed,0.6793826386085529,0.2335338862743582,0.23346684786957977,50.0,35.300773788571135,0.40594230016569977,1761109506.210345
Fist,Stressed,0.8326268271201523,0.2505425246629265,0.25053854210306437,52.0,36.81732398957029,0.45939794473897433,1761109506.2103941
Fist,Stressed,0.6779484007647457,0.2519137509773558,0.2518427187589829,54.0,35.62804828114004,0.4603424838580266,1761109506.210442
Fist,Stressed,0.8301482815905794,0.2508620058472747,0.25084996089237654,55.0,38.69786967857067,0.45074516085980976,1761109506.2104928
Fist,Stressed,0.8689403814360201,0.24729846368554217,0.2472819487041174,56.0,37.28954374654206,0.42196569902440884,1761109506.210542
Fist,Stressed,0.7527094474985871,0.250498605169129,0.25043108937712844,61.0,39.23121171675136,0.4319455088312561,1761109506.210594
Fist,Stressed,0.7845792231527545,0.24332930647340295,0.24332471255352398,56.0,35.000417350446654,0.49694589182600557,1761109506.2106419
Fist,Stressed,0.7619473287156289,0.24698623785058862,0.24696127598626152,52.0,37.311425835090986,0.4116691061970944,1761109506.210691
Fist,Stressed,0.8111347204562996,0.24308523708736934,0.2429898105286543,46.0,35.791656443570446,0.4372553474589206,1761109506.2107399
Fist,Stressed,0.7561445797539098,0.24064140660124228,0.24063434861829128,52.0,37.726732474169346,0.41655937073380156,1761109506.210787
Fist,Stressed,0.6164543860463821,0.24381214701430282,0.24381104091509156,70.0,39.827399322698206,0.4572347781459036,1761109506.210836
Fist,Stressed,0.8761200678966581,0.25746246027066977,0.25737006442520666,58.0,38.5209277536814,0.4237457535263681,1761109506.210884
Fist,Stressed,0.8339723655625968,0.2460837510635508,0.24608300173666606,58.0,36.21483433875105,0.45754855961216034,1761109506.210932
Fist,Stressed,0.7844591441309554,0.25104903822393687,0.2507294435771589,49.0,37.4103189683766,0.44465848717206047,1761109506.2109802
Fist,Stressed,0.8766355891710809,0.24499559681782596,0.24499216079203281,52.0,37.60921788328835,0.4564423364746968,1761109506.2110279
Fist,Stressed,0.7072833894909526,0.2422727561837717,0.24226917893933117,44.0,37.19574470204567,0.48929065795968696,1761109506.211075
Fist,Stressed,0.8703495012366309,0.25146149437160936,0.2514516444344986,40.0,34.231162341833716,0.46593702832984696,1761109506.211124
Fist,Stressed,0.8987816121885093,0.2570348522163829,0.2567800684681378,54.0,39.300291453334864,0.43181180422643517,1761109506.211172
Fist,Stressed,0.7724060491022025,0.25710919847418867,0.2570877981865018,50.0,37.32986739974899,0.4411118990845881,1761109506.21122
Fist,Stressed,0.8750017626855666,0.2523452273923888,0.25232722690509923,54.0,36.592772433978226,0.42891224309072645,1761109506.2112682
Fist,Stressed,0.6220682066290794,0.2459393238331528,0.24591637817245895,66.0,39.90330893744161,0.4780448354658776,1761109506.2113159
Fist,Stressed,0.6214097680674125,0.2488925994875225,0.24873706847851254,56.0,36.053833797238084,0.4276918674092637,1761109506.211363
Fist,Stressed,0.893039519958547,0.24964130300142115,0.2496182087664999,52.0,35.86199004762619,0.45787264584475496,1761109506.211411
Fist,Stressed,0.7258746015450751,0.24465465623804653,0.24429764212365412,52.0,38.88269983203392,0.4522617659493871,1761109506.2114592
Fist,Stressed,0.877378435592481,0.23974240316260786,0.23964335617202898,50.0,34.52074375889582,0.4627430021781048,1761109506.2115068
Fist,Stressed,0.6742510450227776,0.24604502017503377,0.24593031683256342,60.0,37.68905369522134,0.4429262212649353,1761109506.211555
Fist,Fatigued,0.7102254157261437,0.25251241087227816,0.2524973708782645,58.0,37.69177906181153,0.26743274066654155,1761109506.211603
Fist,Fatigued,0.8380526422559333,0.24839389275706855,0.24835840052017236,53.0,36.69396364794901,0.29389352608982433,1761109506.211651
Fist,Fatigued,0.6324492398120689,0.25089060885068326,0.25082660759874,52.0,37.32031155793268,0.3063335716991975,1761109506.2117
Fist,Fatigued,0.6695120017507026,0.25100592275089195,0.2509466063898768,48.0,35.77038485850393,0.29416281792405363,1761109506.211749
Fist,Fatigued,0.6261067716737959,0.24885907917555833,0.24881734339783884,54.0,38.055396918318685,0.29965830828907913,1761109506.211798
Fist,Fatigued,0.7930589773596467,0.244190803111665,0.2441652674189614,42.0,38.400035026715045,0.34001529666038266,1761109506.2118468
Fist,Fatigued,0.852394786465221,0.24306107973997784,0.24288815154912655,56.0,35.38714333354918,0.30770194344588264,1761109506.2118971
Fist,Fatigued,0.810468883279852,0.24850283729784034,0.2485022156999686,48.0,35.99817509030128,0.26414100467824164,1761109506.211946
Fist,Fatigued,0.7533934474174409,0.24534269829578986,0.24529853410095886,48.0,35.660215210678075,0.31606913745859005,1761109506.2119958
Fist,Fatigued,0.698806981584505,0.25368944924939035,0.25363624592517653,40.0,35.71728212731915,0.276041549844016,1761109506.212045
Fist,Fatigued,0.744094524512415,0.2505086346406146,0.24974084107521707,38.0,36.11514244703598,0.2903351940989842,1761109506.212095
Fist,Fatigued,0.7932319198082942,0.2627839223891677,0.26278369218947095,48.0,37.3782327349312,0.32732276435105756,1761109506.2121432
Fist,Fatigued,0.6880747131399884,0.24562569255472302,0.245606263017635,48.0,36.986998519320565,0.2951842332771482,1761109506.2121909
Fist,Fatigued,0.8327998650748036,0.24331066888959332,0.24327497434424414,54.0,39.11681772752402,0.27961492079713307,1761109506.212239
Fist,Fatigued,0.7255147441147174,0.25650064933261796,0.25633387871542795,50.0,37.67359833780038,0.3000544776673407,1761109506.212287
Fist,Fatigued,0.7024508967111123,0.2319795063618291,0.23197268168084614,56.0,36.823555703318235,0.28263904741934787,1761109506.212335
Fist,Fatigued,0.6409641098823521,0.24889634839348354,0.24866332895147483,52.0,36.72672105731668,0.2617832486206677,1761109506.212384
Fist,Fatigued,0.6610972266186382,0.25542557015932615,0.2554232874254662,58.0,38.87845961720919,0.2683964181192049,1761109506.212432
Fist,Fatigued,0.732066499789863,0.256332835723513,0.2561719932731902,52.0,37.391869342602575,0.27716096600315804,1761109506.212481
Fist,Fatigued,0.8580551762475017,0.23953560905491203,0.23952007863567287,62.0,35.5566596405912,0.27495314800468157,1761109506.2125282
Fist,Fatigued,0.7848336609218176,0.24235465312745536,0.24219877926915254,56.0,37.91669534618461,0.2851702446573118,1761109506.212576
Fist,Fatigued,0.7215887752186785,0.24542910121063638,0.24542314845299332,54.0,37.497645041847136,0.2843348914310734,1761109506.2126238
Fist,Fatigued,0.6657881036934907,0.24163272916449163,0.24163151880536157,50.0,37.348534304190935,0.3122199397501793,1761109506.212673
Fist,Fatigued,0.7966663300038277,0.2413753260914638,0.24137475383117943,60.0,37.764865556544805,0.2972266565501865,1761109506.212725
Fist,Fatigued,0.8489193040346447,0.2593622757692467,0.2593456131073208,50.0,39.712357952529956,0.29973531188777097,1761109506.2127738
Fist,Fatigued,0.7525191233821817,0.2506307152307471,0.2506280977241349,51.0,36.71584191293524,0.2817824040312172,1761109506.2128232
Fist,Fatigued,0.618028851501552,0.24957097627322786,0.2495346067266958,58.0,38.94198303495817,0.31895838720829905,1761109506.212872
Fist,Fatigued,0.8290562066491789,0.2544677494111359,0.2544658355920662,52.0,38.30308897566735,0.30759652071324645,1761109506.21292
Fist,Fatigued,0.8980908167757473,0.24373157330178635,0.2437234480446943,56.0,35.03076708316716,0.2974485330806688,1761109506.212969
Fist,Fatigued,0.7355185850670326,0.2533745753196134,0.25334186001757336,54.0,37.519897688971035,0.28720158141573676,1761109506.2130182
Fist,Fatigued,0.7163221283492394,0.2530616696523551,0.2528760080276856,51.0,37.62492452859561,0.2819260951090111,1761109506.213066
Fist,Fatigued,0.8943120422222686,0.2509201021501969,0.25066249346600444,50.0,35.5616627484292,0.27773792473368164,1761109506.213115
Fist,Fatigued,0.7456158978284299,0.2610784367921922,0.2610625753929854,58.0,39.01183096790831,0.28636268065259374,1761109506.213163
Fist,Fatigued,0.6117541168314293,0.25983947695728016,0.25982021607816835,51.0,37.03048879829638,0.3007718709437365,1761109506.213212
Fist,Fatigued,0.8620156072581866,0.24265170386541998,0.2426415433120534,44.0,34.88496054555094,0.2622200898176744,1761109506.21326
Fist,Fatigued,0.7387379718115576,0.24741164728756146,0.2474007866112708,56.0,36.56057204440907,0.30155704234058567,1761109506.213311
Fist,Fatigued,0.6625064882156652,0.24709316267204093,0.24702940473643226,56.0,37.10587852078861,0.26232538694052926,1761109506.21336
Fist,Fatigued,0.6485359899908588,0.2520101811846426,0.25185799677299564,56.0,37.558907984083476,0.2798789039119556,1761109506.213409
Fist,Fatigued,0.690106889879111,0.24771221282420813,0.24761457755388272,48.0,36.009626562439735,0.2695792058042237,1761109506.2134578
Fist,Fatigued,0.6375805449107409,0.2570360515779482,0.2570256315269166,54.0,35.79958029123365,0.34440787865171146,1761109506.213506
Fist,Fatigued,0.6849952740797001,0.24827425898044478,0.24825488029772985,58.0,38.16174642811936,0.3169221756118976,1761109506.213554
Fist,Fatigued,0.6614711725681487,0.25433988436957145,0.2542950077151933,58.0,37.58487022839813,0.30968763424649426,1761109506.213602
Fist,Fatigued,0.7299131929295539,0.2419278497308649,0.24192774702451839,51.0,37.14437349129792,0.29490939886097134,1761109506.213651
Fist,Fatigued,0.6109720224500812,0.24744472368154774,0.24724881644817678,60.0,34.90892024160301,0.30414318895506687,1761109506.2137
Fist,Fatigued,0.8726158712658642,0.24887757412083342,0.24887383620016545,56.0,37.29237499111978,0.3085938550008328,1761109506.213748
Fist,Fatigued,0.7694140361092772,0.2537896816410489,0.2537231728607153,54.0,36.71245499484769,0.2812985956219146,1761109506.213797
Fist,Fatigued,0.8437126782246188,0.26802402763900474,0.26797997366418574,52.0,38.78972967820312,0.2878109520874569,1761109506.213845
Fist,Fatigued,0.6020649718561225,0.24995838543093674,0.24990609790912488,56.0,37.97438755978477,0.30852136471441327,1761109506.213894
Fist,Fatigued,0.6039108118055698,0.24596974105843525,0.24595546547959096,52.0,37.71483458429959,0.25537995898418897,1761109506.213942
Fist,Fatigued,0.8363532146696835,0.25221612291871853,0.252188997471998,48.0,37.31999363169908,0.31960683157439396,1761109506.214166
Open,Relaxed,0.6566767561732014,0.11503018643803552,0.11488649313648121,107.0,30.535772905797398,0.14397966229752365,1761109506.214236
Open,Relaxed,0.8709931318237117,0.11831495803126084,0.11816540539239306,103.0,31.131541455889497,0.15797804838947696,1761109506.214294
Open,Relaxed,0.6887499442889082,0.10724975958369182,0.10724872697042893,91.0,25.88630623652224,0.1277232377486518,1761109506.21435
Open,Relaxed,0.6430652891608757,0.11161087993747376,0.11155836815585775,115.0,28.382598522782626,0.16185175700845528,1761109506.214405
Open,Relaxed,0.8286332066398912,0.10171806832714311,0.10168519645752343,119.0,28.83281607746321,0.12188558191203253,1761109506.214457
Open,Relaxed,0.8194767309511644,0.11711109570496919,0.11698373138936435,102.0,28.00796756777442,0.12710250776788626,1761109506.214508
Open,Relaxed,0.639840789277997,0.1114151106092872,0.1109857562712047,114.0,29.004400674846444,0.13275169581134255,1761109506.214559
Open,Relaxed,0.6166534797312535,0.11283146139470196,0.1127904593974854,115.0,30.971057575426244,0.15233747745159043,1761109506.214609
Open,Relaxed,0.763570823593413,0.10441419708264378,0.10423330049966054,112.0,26.256257286138727,0.1686487405076267,1761109506.2146611
Open,Relaxed,0.7603522678657498,0.11087062500221526,0.1103646005458453,100.0,29.655116189568776,0.1745105613317029,1761109506.214725
Open,Relaxed,0.7501343790668973,0.11017943743626658,0.11013170184426634,116.0,30.515468939867606,0.13844511040580343,1761109506.214777
Open,Relaxed,0.6584134437259507,0.10431995054459504,0.10425676624879653,110.0,28.078854940126355,0.17074071136550886,1761109506.214828
Open,Relaxed,0.6657686164586955,0.11586725897049462,0.11585059559613904,110.0,29.80935161227506,0.15814856983515946,1761109506.214879
